Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year
3313,44,IT,Mid,29,124,No,9,16,3,Poor,6,89.7,120559,19
3314,29,HR,Mid,9,157,No,4,3,2,Excellent,1,72.94,83108,10
3315,59,Finance,Mid,23,168,Hybrid,13,16,8,Excellent,1,54.33,181042,2
3316,44,Finance,Mid,14,196,No,0,18,0,Average,2,94.11,174069,2
3317,57,Finance,Mid,16,198,Yes,0,7,0,Excellent,2,90.51,43861,3
3318,41,Finance,Manager,17,187,No,14,4,8,Average,6,71.36,102367,11
3319,33,Finance,Mid,24,174,No,9,15,4,Good,9,90.07,41101,13
3320,57,IT,Entry,7,150,Yes,5,4,11,Poor,2,86.38,139594,15
3321,30,Sales,Mid,2,149,No,3,9,1,Excellent,5,59.97,64665,13
3322,54,HR,Mid,6,185,No,7,5,13,Good,7,58.78,58933,3
3323,27,Marketing,Mid,3,190,Yes,2,18,6,Poor,6,89.08,129573,14
3324,53,Marketing,Entry,21,176,Yes,9,3,1,Excellent,8,78.01,75130,8
3325,22,HR,Mid,6,192,Yes,2,14,7,Poor,3,72.3,194331,6
3326,45,IT,Mid,6,148,No,7,8,4,Poor,5,68.5,81258,1
3327,50,HR,Manager,8,149,Hybrid,1,13,12,Excellent,9,85.94,164198,15
3328,29,Finance,Entry,8,202,Hybrid,1,12,0,Average,1,70.17,43710,10
3329,34,Sales,Mid,9,141,No,12,6,10,Poor,7,50.6,170285,10
3330,46,HR,Mid,15,155,No,6,13,13,Poor,9,65.63,47102,11
3331,50,Operations,Entry,17,172,Hybrid,9,9,8,Good,6,95.27,126793,6
3332,45,IT,Mid,4,176,No,3,18,4,Average,5,68.45,81915,17
3333,48,Finance,Mid,29,122,Yes,3,8,13,Average,7,52.03,147862,11
3334,47,HR,Entry,26,176,No,13,8,7,Good,1,86.5,128407,6
3335,41,HR,Mid,1,149,No,6,5,9,Good,4,63.78,121043,6
3336,25,Finance,Mid,6,135,Yes,8,11,11,Average,1,52.93,54890,17
3337,43,IT,Manager,29,185,Hybrid,13,12,0,Excellent,1,89.94,179868,16
3338,28,Sales,Senior,19,194,No,9,19,2,Poor,9,50.32,163643,8
3339,39,Sales,Mid,5,166,No,13,5,7,Good,5,57.99,147591,10
3340,31,Finance,Manager,27,211,No,0,12,0,Average,2,59.9,64832,9
3341,52,Marketing,Mid,11,148,Yes,8,7,10,Good,5,84.43,104077,17
3342,47,IT,Senior,10,146,Yes,7,4,0,Poor,7,55.6,78201,12
3343,47,Marketing,Manager,9,164,No,2,5,5,Excellent,1,85.24,74987,16
3344,46,Operations,Senior,16,189,Yes,5,19,10,Average,1,65.85,90182,8
3345,39,Marketing,Entry,19,182,Yes,4,11,9,Average,9,75.64,150547,12
3346,45,Marketing,Entry,18,137,No,5,3,13,Poor,5,90.82,167947,5
3347,36,IT,Mid,24,159,No,2,7,14,Average,2,72.11,192634,8
3348,29,Marketing,Entry,13,188,No,14,11,11,Average,8,57.68,74748,9
3349,46,Finance,Mid,7,129,No,11,11,5,Excellent,5,56.84,68432,7
3350,56,HR,Mid,17,205,Yes,14,8,1,Good,5,69.23,51498,4
3351,45,Finance,Mid,9,143,Yes,2,8,0,Average,5,57.71,91963,11
3352,59,HR,Senior,26,176,Yes,4,18,7,Poor,2,81.53,159107,3
3353,42,Sales,Mid,10,126,Hybrid,3,11,3,Average,1,79.81,182291,8
3354,22,Marketing,Senior,20,216,Yes,14,19,10,Good,8,85.58,153758,15
3355,47,Sales,Senior,22,131,Hybrid,2,15,9,Good,7,80.21,110755,14
3356,31,Sales,Mid,13,200,Hybrid,12,5,3,Average,3,67.95,163341,10
3357,47,IT,Mid,28,219,Yes,1,11,6,Excellent,6,79.84,96364,6
3358,23,Marketing,Entry,23,179,No,9,16,8,Average,1,93.24,64523,1
3359,35,Sales,Senior,24,217,Hybrid,0,5,11,Poor,7,52.11,46311,13
3360,54,HR,Senior,16,176,Hybrid,7,6,13,Average,5,54.59,135786,6
3361,22,HR,Mid,4,139,Yes,2,16,4,Good,3,98.91,46334,1
3362,51,Operations,Entry,25,172,No,3,3,2,Good,7,88.4,74204,6
3363,58,IT,Senior,28,169,Yes,14,7,10,Average,2,53.61,73823,5
3364,39,Sales,Senior,29,134,Hybrid,0,10,11,Good,5,96.99,155517,1
3365,51,Sales,Mid,10,192,No,5,9,9,Average,4,97.11,160299,7
3366,48,Sales,Mid,1,135,No,10,18,11,Average,6,83.91,91023,18
3367,51,Operations,Senior,8,191,Yes,5,13,3,Average,5,95.96,165785,17
3368,57,Operations,Entry,25,181,Yes,3,10,0,Average,8,67.08,127772,16
3369,42,IT,Entry,20,206,Hybrid,1,8,7,Average,4,70.19,83673,10
3370,37,Marketing,Senior,21,126,Yes,7,15,6,Good,2,72.06,167969,4
3371,38,Sales,Mid,18,183,Yes,0,13,3,Excellent,5,95.79,113337,1
3372,39,Operations,Mid,5,211,Yes,3,17,2,Good,7,97.04,117316,10
3373,55,Sales,Manager,11,214,No,10,3,8,Average,2,79.76,152806,0
3374,42,Finance,Senior,29,182,No,8,6,11,Excellent,4,95.28,121251,1
3375,33,HR,Entry,19,193,Yes,3,19,11,Good,9,92.81,105957,7
3376,52,Operations,Mid,9,134,Hybrid,2,10,10,Average,7,71.21,112740,1
3377,31,Marketing,Senior,15,177,Hybrid,13,9,6,Average,5,85.14,125151,12
3378,25,Marketing,Entry,29,126,No,3,5,0,Poor,7,59.22,165146,16
3379,36,Marketing,Mid,5,174,Hybrid,0,18,4,Average,8,57.44,196033,14
3380,49,Sales,Mid,5,205,Yes,10,14,11,Average,2,83.94,43785,13
3381,28,Finance,Mid,23,172,Hybrid,12,13,12,Good,4,71.81,195996,6
3382,32,Marketing,Entry,12,141,No,8,8,10,Average,1,84.81,57607,2
3383,50,IT,Mid,9,204,Yes,11,7,1,Good,2,89.71,59869,17
3384,55,IT,Mid,5,140,Hybrid,12,12,9,Average,2,70.97,67094,12
3385,51,Operations,Mid,10,209,No,10,3,11,Average,3,97.57,167647,3
3386,48,HR,Entry,25,193,No,9,17,3,Average,2,95.75,175837,3
3387,46,Finance,Senior,29,208,Hybrid,7,13,14,Excellent,4,54.86,47810,13
3388,59,Marketing,Entry,23,189,No,7,3,10,Good,6,56.77,166971,17
3389,44,Finance,Senior,6,134,Yes,3,16,0,Average,6,56.6,185086,6
3390,50,IT,Entry,10,181,No,14,13,14,Good,8,76.41,197344,8
3391,32,Operations,Mid,6,143,Hybrid,13,9,11,Poor,9,73.49,155710,3
3392,25,Marketing,Senior,20,171,Hybrid,3,6,6,Poor,1,94.18,49679,15
3393,57,Sales,Mid,10,199,Hybrid,0,16,13,Good,9,68.44,64516,4
3394,52,IT,Entry,9,187,Yes,7,10,1,Excellent,7,72.8,63816,1
3395,31,HR,Mid,25,137,Yes,9,10,2,Good,1,93.99,112921,5
3396,37,Marketing,Entry,3,156,Hybrid,8,12,13,Average,6,77.61,114572,15
3397,51,HR,Entry,11,194,Yes,7,6,6,Excellent,2,80.03,99680,14
3398,56,Operations,Entry,11,196,Hybrid,6,9,8,Poor,2,55.88,76121,7
3399,38,Finance,Mid,4,125,No,12,18,2,Good,4,51.57,75200,10
3400,26,HR,Mid,17,152,No,9,9,13,Average,4,89.44,47691,4
3401,24,HR,Mid,28,155,Hybrid,1,15,7,Excellent,9,64.47,158657,3
3402,37,Sales,Entry,9,140,Hybrid,8,5,3,Average,2,75.07,100174,17
3403,25,HR,Senior,6,214,Yes,9,11,14,Average,5,92.35,55829,10
3404,30,Sales,Entry,11,171,Hybrid,11,6,9,Good,7,70.27,88378,10
3405,25,HR,Manager,19,137,Hybrid,2,10,6,Average,1,96.59,84837,6
3406,42,Sales,Entry,18,136,Hybrid,5,19,10,Average,5,83.78,122632,0
3407,31,IT,Senior,8,128,No,0,17,1,Average,6,53.0,69642,14
3408,52,Sales,Entry,22,198,Hybrid,12,5,6,Average,5,56.12,147043,3
3409,38,IT,Mid,14,148,Hybrid,5,8,11,Poor,4,90.67,69100,4
3410,37,IT,Mid,19,123,No,8,4,6,Average,5,99.56,156310,19
3411,27,Operations,Senior,16,207,No,0,19,2,Average,2,58.4,163309,7
3412,51,Marketing,Mid,3,194,No,12,16,8,Excellent,2,77.81,95268,2
3413,36,IT,Mid,13,207,Yes,4,15,3,Average,8,71.38,117620,13
3414,52,Marketing,Senior,24,131,Hybrid,4,16,9,Poor,1,67.92,92241,15
3415,51,Sales,Entry,17,181,Hybrid,10,10,11,Poor,4,86.74,65888,8
3416,58,Operations,Entry,19,150,No,4,12,6,Average,4,50.89,178639,2
3417,37,Finance,Senior,29,187,Hybrid,12,3,0,Good,3,84.11,165930,17
3418,57,Marketing,Senior,5,163,No,6,4,5,Poor,1,56.17,172504,9
3419,23,Operations,Manager,21,139,No,1,6,12,Poor,2,69.78,150014,12
3420,49,Finance,Entry,16,125,No,0,18,12,Average,2,69.17,134115,18
3421,38,Operations,Entry,14,164,Yes,4,13,3,Average,6,65.97,125205,19
3422,59,Sales,Mid,24,188,Hybrid,4,17,2,Average,7,97.61,162169,17
3423,57,Marketing,Mid,22,178,No,7,3,4,Average,8,82.58,156070,8
3424,53,Sales,Mid,19,133,Yes,2,12,6,Good,4,69.72,83279,14
3425,46,Finance,Mid,20,198,No,4,15,3,Average,3,55.87,150448,11
3426,34,Sales,Entry,4,200,Yes,10,18,5,Poor,5,55.09,52710,5
3427,35,Finance,Manager,6,198,Hybrid,4,17,3,Average,9,84.88,83410,7
3428,46,IT,Mid,9,144,Yes,3,7,8,Poor,1,58.59,101317,15
3429,56,Finance,Entry,8,133,Hybrid,3,19,8,Poor,1,84.21,44629,16
3430,50,Finance,Mid,12,211,Hybrid,1,15,3,Good,7,97.82,50863,5
3431,36,IT,Entry,11,177,Hybrid,14,4,8,Good,4,87.11,144552,14
3432,36,Marketing,Entry,7,150,No,1,10,8,Average,2,72.79,100326,5
3433,38,HR,Mid,25,146,No,10,3,10,Poor,3,82.69,116325,10
3434,46,Marketing,Senior,25,160,No,3,4,10,Poor,3,57.12,98138,9
3435,44,HR,Mid,22,171,Hybrid,6,11,3,Good,4,69.87,114206,4
3436,53,IT,Entry,25,171,No,14,14,5,Poor,8,76.7,38100,13
3437,52,Marketing,Entry,8,155,No,2,11,1,Poor,8,66.61,42497,17
3438,44,Sales,Mid,10,199,Hybrid,11,3,5,Poor,1,78.25,176775,11
3439,59,Operations,Mid,3,169,No,5,10,10,Good,6,58.27,132784,14
3440,38,Sales,Senior,6,218,Hybrid,4,9,7,Poor,8,89.42,122797,4
3441,50,Marketing,Entry,11,196,No,1,12,0,Good,8,68.43,180081,15
3442,23,Sales,Mid,4,140,Hybrid,12,3,7,Good,6,61.11,172738,0
3443,32,IT,Entry,12,166,Hybrid,13,17,10,Average,8,74.74,149143,8
3444,37,Sales,Mid,3,139,No,5,5,10,Poor,8,80.15,119528,14
3445,38,Operations,Mid,26,191,Hybrid,14,7,9,Average,7,75.28,143000,4
3446,42,Operations,Entry,21,203,Yes,6,19,1,Average,4,53.28,193389,16
3447,42,Sales,Senior,24,151,Hybrid,2,3,13,Average,5,66.63,179233,13
3448,27,HR,Entry,23,125,Yes,7,5,10,Average,2,60.65,146342,9
3449,44,Operations,Entry,10,197,No,3,4,8,Average,5,89.95,95785,9
3450,53,HR,Senior,7,153,Hybrid,13,14,13,Good,3,98.26,78259,1
3451,59,Finance,Entry,26,155,No,2,11,6,Good,1,83.41,46210,11
3452,50,IT,Entry,28,195,Yes,2,11,4,Excellent,6,96.32,37211,16
3453,52,Sales,Manager,2,153,No,3,13,9,Average,8,90.5,79529,2
3454,46,IT,Entry,28,135,No,1,8,5,Average,1,52.73,39537,8
3455,23,IT,Entry,12,163,Hybrid,11,11,13,Good,1,91.64,106667,11
3456,43,HR,Entry,14,154,No,1,7,3,Average,1,85.42,80299,7
3457,58,Operations,Entry,7,178,No,4,15,2,Good,9,62.5,69979,1
3458,36,Sales,Manager,17,177,Hybrid,10,16,0,Good,8,66.07,62866,9
3459,27,Finance,Entry,15,196,Yes,14,18,6,Average,7,88.05,62828,5
3460,54,Marketing,Senior,22,146,No,6,10,13,Poor,2,96.51,61424,16
3461,32,Finance,Senior,26,160,No,12,4,11,Poor,3,60.45,92532,7
3462,33,HR,Mid,23,149,Hybrid,14,19,14,Poor,5,88.49,43667,17
3463,45,Finance,Manager,26,152,Yes,9,13,2,Good,7,86.91,149789,13
3464,24,HR,Entry,18,219,No,4,8,0,Average,1,89.27,193605,13
3465,51,HR,Mid,24,215,No,8,11,7,Good,6,74.9,178666,13
3466,40,IT,Entry,24,197,Hybrid,1,3,6,Average,7,51.85,91428,10
3467,28,Operations,Senior,22,167,No,7,13,1,Poor,3,56.69,188884,4
3468,33,Sales,Entry,23,164,No,7,14,11,Average,3,71.18,196212,12
3469,50,Marketing,Senior,27,203,No,14,8,14,Good,2,86.11,62140,2
3470,29,HR,Mid,21,173,Yes,6,17,8,Good,2,91.51,155281,0
3471,42,HR,Entry,5,210,No,9,8,8,Good,4,89.6,109764,7
3472,34,IT,Entry,11,216,Yes,3,9,0,Average,9,84.79,146932,13
3473,48,Marketing,Mid,8,151,Hybrid,13,10,7,Good,9,91.3,192103,6
3474,25,HR,Manager,14,212,No,6,7,2,Average,3,78.48,137259,7
3475,53,Sales,Manager,2,155,No,5,10,3,Good,6,50.07,44054,4
3476,45,Sales,Senior,20,126,Yes,9,8,13,Average,4,81.56,120305,0
3477,30,IT,Mid,7,205,Yes,6,13,10,Average,1,93.19,88590,7
3478,31,HR,Manager,27,144,Hybrid,4,14,11,Poor,6,75.1,162348,8
3479,32,Marketing,Mid,8,130,Hybrid,13,19,4,Average,2,81.12,47647,0
3480,54,IT,Entry,4,122,No,2,13,2,Poor,3,93.65,79659,3
3481,28,IT,Entry,27,188,Hybrid,7,14,3,Average,1,94.58,43043,8
3482,32,Finance,Mid,10,174,No,6,9,1,Poor,4,86.82,103392,1
3483,49,IT,Mid,14,163,No,7,10,0,Average,3,63.05,121866,3
3484,59,Finance,Mid,22,216,Yes,2,10,2,Average,6,54.57,185440,19
3485,51,Finance,Senior,15,163,Hybrid,3,6,12,Average,5,63.98,186672,16
3486,29,Operations,Entry,10,192,Yes,0,19,13,Average,7,98.92,97886,17
3487,48,HR,Mid,16,167,Hybrid,5,18,6,Poor,5,75.26,83200,11
3488,43,Sales,Mid,3,194,Hybrid,13,17,13,Poor,7,90.26,79914,7
3489,53,Marketing,Senior,23,122,No,12,10,7,Average,1,62.86,170463,7
3490,35,Operations,Entry,2,191,No,6,15,14,Average,3,92.65,72151,5
3491,47,IT,Manager,1,219,Yes,7,10,11,Average,4,65.61,114594,4
3492,32,Operations,Entry,11,174,No,8,7,0,Good,9,98.58,147295,14
3493,28,HR,Mid,16,192,Yes,8,9,12,Average,4,78.79,129481,11
3494,51,Marketing,Senior,26,219,No,1,7,14,Average,1,94.25,71469,19
3495,23,IT,Mid,12,216,No,5,16,9,Good,4,50.07,89004,3
3496,56,Sales,Senior,5,206,Yes,7,3,2,Average,9,66.99,135241,16
3497,47,Sales,Manager,29,186,No,10,5,5,Average,1,69.24,99515,16
3498,46,Finance,Entry,26,162,Hybrid,9,19,8,Good,7,83.01,36006,13
3499,22,Finance,Mid,20,177,Yes,12,14,3,Average,8,77.09,40509,18
3500,50,Marketing,Entry,28,176,Hybrid,8,15,6,Good,8,83.85,128155,10
3501,45,IT,Senior,21,135,No,3,3,14,Good,5,71.68,105553,14
3502,59,Finance,Entry,25,179,No,7,19,12,Poor,9,63.08,68205,3
3503,22,HR,Senior,15,174,Yes,11,19,1,Average,4,97.41,63728,6
3504,46,Operations,Mid,17,165,Hybrid,6,11,14,Average,7,60.5,145976,5
3505,55,Operations,Mid,8,191,Hybrid,8,7,1,Poor,2,92.09,157966,6
3506,26,Operations,Mid,19,162,No,8,8,12,Excellent,4,95.02,160019,9
3507,33,Finance,Mid,23,120,Hybrid,0,3,6,Average,7,63.7,96069,16
3508,29,Marketing,Entry,19,182,No,11,12,11,Average,7,79.15,116604,3
3509,35,HR,Entry,12,162,Yes,6,5,6,Average,2,86.92,143366,5
3510,41,Sales,Manager,21,207,Yes,6,16,9,Good,8,93.76,63302,6
3511,30,HR,Mid,7,212,Yes,3,14,14,Good,8,91.65,164826,8
3512,26,Operations,Mid,6,132,Yes,1,18,10,Good,3,90.87,131414,5
3513,22,Marketing,Entry,2,177,Hybrid,11,15,2,Poor,6,53.48,190992,10
3514,32,Sales,Senior,3,185,Hybrid,1,15,0,Excellent,1,98.85,160257,10
3515,25,IT,Senior,9,152,Yes,4,17,12,Average,5,76.1,116829,6
3516,59,Marketing,Entry,28,197,Yes,0,16,13,Poor,1,65.45,161130,16
3517,38,Finance,Entry,11,193,Yes,5,11,0,Average,1,59.77,196954,11
3518,25,Marketing,Entry,28,123,No,12,8,2,Good,8,98.06,181146,0
3519,53,Marketing,Mid,22,199,Hybrid,13,15,7,Excellent,5,52.92,76591,8
3520,26,Marketing,Entry,18,152,Hybrid,7,4,10,Average,4,96.51,118574,14
3521,43,Sales,Manager,27,132,Hybrid,13,9,13,Average,8,60.73,42353,8
3522,35,Marketing,Mid,16,124,Hybrid,14,19,9,Excellent,3,98.82,143933,6
3523,42,IT,Senior,21,127,Hybrid,11,14,8,Good,6,52.04,121126,7
3524,39,Marketing,Senior,10,162,No,13,9,13,Average,7,56.62,105992,15
3525,24,Finance,Entry,16,183,No,2,12,10,Average,2,50.54,96246,11
3526,32,Operations,Mid,9,191,Hybrid,10,5,13,Average,7,50.65,70911,9
3527,57,HR,Mid,20,214,No,11,9,0,Poor,1,96.27,110300,2
3528,48,Sales,Manager,2,204,Yes,10,17,4,Average,7,88.31,119166,4
3529,59,Finance,Mid,18,193,Hybrid,7,6,6,Average,1,94.79,45805,19
3530,46,IT,Mid,16,140,No,6,19,13,Average,9,51.48,82167,17
3531,56,Marketing,Mid,26,174,Yes,6,15,7,Good,5,53.28,49369,19
3532,36,Sales,Senior,20,194,No,5,3,1,Poor,8,99.69,160815,9
3533,42,Operations,Entry,23,182,No,4,14,4,Poor,7,74.53,138231,15
3534,24,Sales,Manager,14,207,No,9,15,7,Average,5,56.77,149117,15
3535,45,Sales,Manager,21,180,No,2,3,5,Good,3,72.26,90820,15
3536,26,Operations,Mid,23,211,No,12,3,7,Poor,3,55.23,146637,12
3537,58,Operations,Entry,12,150,No,7,13,5,Average,2,99.06,163621,12
3538,54,Finance,Senior,4,195,No,14,12,1,Average,6,85.92,122627,4
3539,45,Operations,Mid,17,164,No,9,18,6,Average,9,59.92,158633,4
3540,27,HR,Mid,28,143,Hybrid,5,5,1,Good,8,78.09,88192,10
3541,28,HR,Senior,20,182,No,14,15,8,Average,1,86.21,190385,3
3542,40,Operations,Senior,21,164,Yes,2,15,1,Poor,8,86.99,112874,5
3543,42,IT,Manager,22,147,Yes,13,16,11,Average,2,65.03,67338,19
3544,27,Operations,Manager,20,201,Hybrid,12,3,11,Good,6,53.81,61597,8
3545,24,Finance,Mid,7,152,No,2,18,2,Average,8,94.0,85370,14
3546,35,Finance,Entry,28,134,Yes,5,17,12,Average,5,96.55,36633,2
3547,41,Finance,Mid,4,147,Hybrid,6,13,0,Good,1,77.13,144756,4
3548,35,Operations,Manager,15,178,No,12,12,6,Average,2,93.23,66996,8
3549,23,Marketing,Entry,14,147,No,4,17,14,Excellent,1,77.04,85103,7
3550,46,Finance,Mid,20,159,No,3,8,13,Average,8,63.07,49516,11
3551,25,Finance,Entry,22,195,Hybrid,0,3,2,Average,1,82.88,110373,7
3552,54,Sales,Senior,1,206,No,6,9,10,Good,1,78.3,133795,18
3553,23,Operations,Mid,9,149,Yes,3,8,5,Poor,6,95.32,131670,19
3554,44,Operations,Mid,22,207,No,5,16,0,Poor,6,97.09,51045,1
3555,42,Sales,Mid,4,128,No,3,15,13,Average,6,71.96,105552,7
3556,36,Sales,Entry,20,177,Yes,2,4,14,Excellent,3,58.66,198806,1
3557,45,Finance,Senior,9,132,Yes,3,12,6,Average,8,89.33,176146,5
3558,41,Finance,Mid,9,161,No,11,14,0,Good,1,61.66,91992,0
3559,59,Operations,Entry,22,203,Hybrid,6,8,0,Average,4,79.16,100486,19
3560,46,Sales,Entry,12,138,Hybrid,10,10,1,Good,9,83.43,110689,3
3561,43,IT,Entry,28,183,Hybrid,12,3,4,Average,7,92.45,131511,18
3562,25,IT,Mid,16,123,Yes,0,8,0,Excellent,3,60.37,135052,18
3563,37,HR,Senior,5,145,Yes,2,12,14,Poor,9,91.75,178521,3
3564,28,Marketing,Entry,17,170,No,2,9,12,Good,6,75.54,141770,1
3565,45,Marketing,Mid,25,137,No,6,19,9,Poor,4,76.55,111369,12
3566,55,HR,Mid,6,216,No,13,9,13,Excellent,5,96.8,42893,18
3567,50,Sales,Manager,9,203,Yes,14,4,2,Poor,2,69.05,121594,4
3568,47,Sales,Mid,11,162,No,4,12,6,Average,2,51.48,184333,11
3569,35,Finance,Mid,2,182,Hybrid,0,17,2,Average,6,63.27,106093,13
3570,41,Marketing,Entry,24,204,No,11,11,6,Excellent,5,88.34,105589,19
3571,28,Finance,Mid,7,159,No,9,10,6,Poor,2,92.5,46491,14
3572,39,Finance,Entry,17,142,No,13,12,4,Average,5,75.16,44723,3
3573,31,Marketing,Mid,11,194,Hybrid,3,14,3,Average,8,73.35,176936,15
3574,51,Sales,Mid,22,178,Hybrid,5,5,5,Average,2,67.68,93991,13
3575,24,IT,Entry,24,125,No,4,3,9,Poor,1,91.44,131707,6
3576,22,Sales,Entry,10,189,Hybrid,8,10,4,Average,7,70.78,136440,7
3577,51,Sales,Manager,26,194,Yes,10,14,13,Poor,9,62.37,69234,4
3578,23,Finance,Entry,1,219,No,6,11,4,Good,4,86.22,46215,14
3579,36,Finance,Mid,26,127,Yes,8,8,6,Poor,3,75.87,100690,2
3580,32,Finance,Senior,19,207,Yes,13,10,12,Poor,1,53.93,110477,19
3581,53,Marketing,Mid,1,129,Hybrid,12,12,13,Average,2,83.97,72099,7
3582,27,Marketing,Mid,20,138,No,8,7,12,Good,9,70.55,62393,15
3583,27,HR,Senior,20,143,Yes,5,10,12,Average,7,92.66,195792,13
3584,49,Finance,Mid,6,152,Hybrid,4,12,6,Average,1,97.19,95213,9
3585,46,Marketing,Mid,16,206,Yes,8,5,5,Poor,7,98.27,98009,1
3586,44,HR,Entry,12,190,No,13,9,6,Average,4,99.45,139963,10
3587,33,Operations,Entry,27,167,No,0,11,14,Excellent,2,92.81,177435,13
3588,31,Finance,Entry,11,124,No,14,9,11,Poor,6,68.28,155560,19
3589,38,Finance,Senior,22,166,Hybrid,0,10,9,Average,6,62.87,62989,14
3590,23,IT,Mid,18,181,No,5,18,11,Average,8,60.14,35309,3
3591,38,Marketing,Entry,23,208,Hybrid,9,13,1,Good,5,86.95,54294,1
3592,30,HR,Mid,7,196,No,7,17,3,Good,5,82.03,188768,18
3593,28,Finance,Entry,22,129,No,2,16,3,Poor,6,78.82,165722,8
3594,34,Marketing,Senior,27,200,No,13,19,5,Excellent,9,70.61,138141,18
3595,31,HR,Mid,14,159,Yes,9,17,2,Average,7,88.51,84036,10
3596,43,IT,Entry,25,133,Yes,7,6,1,Poor,3,70.28,131479,12
3597,49,HR,Senior,13,180,No,0,15,9,Average,9,72.41,78537,7
3598,35,Finance,Manager,20,194,No,7,6,5,Good,1,66.78,122913,11
3599,40,Sales,Mid,8,165,No,10,13,6,Average,9,73.44,59960,17
3600,22,Sales,Senior,14,129,Yes,11,8,13,Good,6,56.16,69014,12
3601,48,IT,Mid,18,165,Yes,0,12,14,Average,2,95.9,166054,6
3602,25,Operations,Senior,26,213,No,0,10,5,Poor,1,87.57,42331,8
3603,45,Finance,Manager,4,174,Hybrid,2,6,11,Average,8,78.12,51703,5
3604,35,Finance,Mid,23,169,No,11,6,5,Average,4,93.28,142968,11
3605,58,Marketing,Entry,23,199,No,13,13,13,Good,8,57.07,162139,2
3606,44,Sales,Mid,4,133,No,6,10,1,Average,7,56.74,116162,4
3607,26,Marketing,Senior,9,149,Yes,5,3,6,Average,5,88.58,99212,11
3608,41,Finance,Mid,2,123,No,5,19,3,Average,4,69.01,53340,13
3609,43,IT,Mid,14,158,No,0,8,2,Good,4,88.98,119466,9
3610,56,Operations,Entry,12,122,Hybrid,0,18,4,Average,7,89.81,46180,0
3611,57,Sales,Mid,22,175,Hybrid,12,13,9,Good,8,95.73,146958,19
3612,26,Marketing,Entry,19,140,Hybrid,9,18,9,Average,8,65.85,101476,12
3613,54,IT,Senior,18,141,Hybrid,2,14,0,Poor,7,52.6,52167,16
3614,45,Finance,Entry,27,187,Yes,14,3,9,Good,1,74.18,141845,7
3615,55,HR,Entry,12,142,Hybrid,1,14,3,Average,1,54.11,111254,3
3616,58,HR,Mid,1,123,No,0,5,7,Poor,1,75.79,130233,1
3617,46,Sales,Mid,10,189,No,1,14,14,Poor,3,93.48,181683,12
3618,58,Operations,Manager,24,157,Yes,14,13,5,Excellent,3,76.79,72073,1
3619,46,Operations,Entry,2,144,Hybrid,11,8,3,Good,1,59.32,54948,9
3620,43,IT,Senior,14,178,Hybrid,8,10,12,Average,5,61.31,55941,10
3621,26,Marketing,Mid,20,121,Hybrid,6,14,11,Average,8,93.48,74814,15
3622,29,IT,Senior,16,177,Hybrid,10,10,8,Average,2,92.27,169296,2
3623,48,Sales,Entry,19,181,No,4,6,1,Average,7,73.16,199918,12
3624,56,Finance,Mid,14,216,Hybrid,8,8,13,Excellent,3,88.11,168891,10
3625,22,Operations,Mid,29,156,Yes,10,8,9,Good,2,50.82,97562,11
3626,41,IT,Mid,24,217,Yes,3,11,4,Average,6,93.29,101164,1
3627,28,Sales,Mid,14,209,Yes,12,6,9,Poor,5,59.84,151413,0
3628,24,Sales,Manager,23,198,Yes,8,14,1,Average,8,61.85,158450,13
3629,30,Marketing,Entry,4,140,No,13,17,7,Average,7,77.08,111629,3
3630,35,Finance,Mid,11,178,No,1,3,12,Average,7,73.19,121984,13
3631,40,IT,Mid,27,200,Hybrid,1,11,14,Excellent,1,57.1,98298,6
3632,48,Sales,Mid,22,174,No,8,16,8,Average,6,85.0,88928,14
3633,27,Finance,Manager,21,203,No,5,7,11,Poor,6,78.86,77985,17
3634,28,Marketing,Senior,2,191,Hybrid,10,8,13,Good,5,95.38,51887,2
3635,58,Sales,Senior,7,190,Yes,5,5,1,Good,5,98.25,89618,4
3636,47,Marketing,Mid,25,184,Hybrid,3,9,6,Average,2,69.58,148282,6
3637,34,Finance,Mid,13,122,Hybrid,10,9,9,Good,6,69.16,153755,17
3638,58,Marketing,Mid,8,179,Hybrid,10,17,6,Excellent,9,92.69,114875,7
3639,54,IT,Entry,12,157,No,9,13,2,Excellent,2,55.95,182053,10
3640,54,Marketing,Manager,7,217,Hybrid,5,16,4,Average,1,51.75,143869,6
3641,30,HR,Entry,27,150,No,8,7,8,Average,3,50.86,70044,17
3642,36,HR,Senior,22,191,No,12,11,2,Average,7,97.65,178667,18
3643,26,HR,Entry,29,144,Hybrid,1,13,2,Poor,9,72.01,157832,10
3644,50,HR,Mid,27,147,Hybrid,14,3,11,Average,7,82.09,60833,17
3645,28,IT,Mid,2,208,No,1,15,1,Good,3,56.81,193897,13
3646,52,Sales,Mid,6,120,Yes,0,13,0,Average,5,52.07,73643,17
3647,55,HR,Entry,11,199,Hybrid,12,11,8,Good,3,94.31,65811,17
3648,32,Operations,Entry,17,180,Hybrid,7,6,14,Average,6,86.99,127849,19
3649,40,HR,Manager,15,122,Hybrid,6,6,5,Good,6,87.79,121902,5
